Id,LotFrontage,LotArea,Street,LotConfig,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
728,64,7314,Pave,Inside,Norm,Norm,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1232,GasA,Ex,Y,SBrkr,1232,0,0,1232,1,0,2,1,Gd,6,0,Attchd,2007,RFn,2,632,Y,132,0,0,0,0,0,NA,2,2009,WD,Normal,194500
729,85,11475,Pave,Corner,Norm,Norm,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1584,GasA,TA,Y,SBrkr,1776,0,0,1776,1,0,2,2,TA,9,0,Detchd,1968,Unf,3,888,Y,0,25,0,0,0,0,NA,7,2009,COD,Abnorml,110000
730,52,6240,Pave,Inside,Norm,Norm,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,780,GasA,TA,Y,FuseA,848,0,360,1208,0,0,1,1,TA,5,0,Detchd,1962,Unf,2,539,Y,0,23,112,0,0,0,NA,1,2009,WD,Normal,103000
731,39,5389,Pave,Inside,Norm,Norm,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,1595,GasA,Ex,Y,SBrkr,1616,0,0,1616,1,0,2,1,Gd,5,1,Attchd,1995,RFn,2,608,Y,237,152,0,0,0,0,NA,3,2010,WD,Normal,236500
732,73,9590,Pave,Corner,Norm,Norm,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,868,GasA,Ex,Y,SBrkr,1146,0,0,1146,1,0,2,1,Gd,6,1,Attchd,2003,Fin,2,438,Y,160,22,0,0,0,0,NA,5,2007,WD,Normal,187500
733,75,11404,Pave,Inside,Norm,Norm,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1153,GasA,Ex,Y,SBrkr,1153,878,0,2031,0,0,2,1,Gd,8,1,Attchd,1998,Fin,2,541,Y,192,84,0,0,0,0,NA,7,2008,WD,Normal,222500
734,80,10000,Pave,Corner,Feedr,Norm,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,1144,0,0,1144,1,0,1,1,TA,6,1,Attchd,1961,RFn,1,264,Y,165,0,0,0,0,0,GdWo,3,2009,WD,Normal,131400
735,NA,8978,Pave,Corner,Norm,Norm,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,PConc,TA,TA,No,948,GasA,TA,Y,SBrkr,948,0,0,948,0,0,1,1,TA,6,0,Attchd,1968,Unf,1,300,Y,147,0,0,0,0,0,NA,5,2007,WD,Family,108000
736,60,10800,Pave,Inside,Norm,Norm,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,Mn,880,GasW,Fa,N,SBrkr,880,888,0,1768,0,0,1,1,TA,6,2,Detchd,1914,Unf,2,320,N,0,341,0,0,0,0,NA,10,2006,WD,Normal,163000
737,60,8544,Pave,Inside,Norm,Norm,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,CBlock,NA,NA,NA,0,GasA,Gd,N,FuseF,1040,0,0,1040,0,0,2,2,TA,6,0,Detchd,1949,Unf,2,400,Y,0,0,0,0,0,0,NA,7,2006,WD,Normal,93500
738,72,10463,Pave,CulDSac,Norm,Norm,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,893,GasA,Ex,Y,SBrkr,901,900,0,1801,0,0,2,1,Gd,8,1,Attchd,2005,Fin,3,800,Y,0,116,0,0,0,0,NA,6,2006,WD,Normal,239900
739,60,10800,Pave,Inside,Norm,Norm,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,CBlock,Gd,Gd,Gd,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,1,TA,5,0,NA,NA,NA,0,0,Y,120,0,0,0,0,0,NA,3,2009,WD,Alloca,179000
740,65,9313,Pave,Inside,Norm,Norm,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,864,GasA,Ex,Y,SBrkr,864,864,0,1728,0,0,2,1,Gd,7,0,Attchd,2004,RFn,2,572,Y,187,56,0,0,0,0,NA,4,2009,WD,Normal,190000
741,60,9600,Pave,Inside,Norm,Norm,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,Fa,Fa,No,264,GasA,Ex,Y,SBrkr,768,664,0,1432,0,0,2,1,TA,7,0,Detchd,1910,Unf,2,360,Y,270,0,112,0,0,0,GdPrv,5,2007,WD,Abnorml,132000
742,65,6768,Pave,Inside,Feedr,Norm,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,912,GasA,Gd,Y,SBrkr,912,0,0,912,1,1,1,1,Gd,5,0,Detchd,1962,Unf,1,288,Y,168,0,0,0,0,0,GdPrv,5,2008,WD,Normal,142000
743,65,8450,Pave,Inside,Norm,Norm,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1349,GasA,Ex,Y,SBrkr,1349,0,0,1349,0,0,2,1,TA,6,0,Attchd,2000,Unf,2,539,Y,120,55,0,0,0,0,GdPrv,12,2007,WD,Normal,179000
744,70,12886,Pave,Inside,Norm,Norm,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,520,GasA,Ex,Y,SBrkr,1464,0,0,1464,0,1,2,1,TA,6,1,Attchd,1997,RFn,2,480,Y,302,0,0,0,100,0,NA,10,2009,WD,Normal,175000
745,41,5395,Pave,Inside,Norm,Norm,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,1337,GasA,Gd,Y,SBrkr,1337,0,0,1337,1,0,2,1,Gd,5,1,Attchd,1993,RFn,2,462,Y,96,0,70,168,0,0,NA,10,2008,WD,Normal,180000
746,NA,8963,Pave,Inside,Norm,Norm,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,CBlock,TA,Gd,No,1142,GasA,Ex,Y,SBrkr,1175,1540,0,2715,0,1,3,1,Gd,11,2,BuiltIn,1994,Fin,2,831,Y,0,204,0,0,0,0,NA,7,2008,WD,Normal,299800
747,NA,8795,Pave,Inside,Norm,Norm,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,952,GasA,Ex,Y,SBrkr,980,1276,0,2256,0,0,2,1,Gd,8,1,BuiltIn,2000,Fin,2,554,Y,224,54,0,0,0,0,NA,4,2009,WD,Normal,236000
748,65,11700,Pave,Corner,Norm,Norm,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Stone,TA,Fa,No,1240,GasW,TA,N,SBrkr,1320,1320,0,2640,0,0,1,1,Gd,8,1,Detchd,1950,Unf,4,864,N,181,0,386,0,0,0,NA,5,2009,WD,Normal,265979
749,59,10593,Pave,Inside,Norm,Norm,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1720,GasA,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,1,Gd,7,1,Attchd,1996,Fin,2,527,Y,240,56,154,0,0,0,NA,3,2010,WD,Normal,260400
750,50,8405,Pave,Inside,Norm,Norm,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,Slab,NA,NA,NA,0,Wall,TA,N,FuseF,1088,441,0,1529,0,0,2,1,TA,9,0,Detchd,1945,Unf,1,240,N,92,0,185,0,0,0,NA,4,2009,WD,Normal,98000
751,55,8800,Pave,Corner,Norm,Norm,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,Fa,No,576,GasA,Gd,Y,SBrkr,792,348,0,1140,0,0,1,1,TA,7,0,NA,NA,NA,0,0,N,0,160,0,0,0,0,NA,6,2010,WD,Normal,96500
752,NA,7750,Pave,Inside,RRAn,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,660,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,Gd,6,0,Attchd,2003,Fin,2,400,Y,0,48,0,0,0,0,NA,8,2007,WD,Normal,162000
753,79,9236,Pave,Inside,Norm,Norm,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,1479,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,1,Gd,6,0,Attchd,1997,RFn,2,576,Y,168,27,0,0,0,0,NA,7,2006,WD,Normal,217000
754,80,10240,Pave,Inside,Norm,Norm,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,1030,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,Ex,8,1,Attchd,2005,RFn,3,878,Y,192,52,0,0,0,0,NA,3,2006,WD,Normal,275500
755,61,7930,Pave,Inside,Norm,Norm,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,1,Gd,5,0,Detchd,1969,RFn,2,440,Y,171,48,0,0,0,0,NA,7,2009,WD,Normal,156000
756,34,3230,Pave,Inside,Norm,Norm,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,TA,6,0,Detchd,1999,Unf,2,440,Y,0,24,0,0,0,0,NA,3,2009,WD,Normal,172500
757,68,10769,Pave,Inside,Norm,Norm,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,Gd,7,0,Attchd,2007,RFn,2,578,Y,144,105,0,0,0,0,NA,4,2009,WD,Normal,212000
758,NA,11616,Pave,CulDSac,Norm,Norm,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,TA,6,1,Attchd,1978,Fin,2,440,Y,335,0,0,0,0,0,GdPrv,4,2010,WD,Abnorml,158900
759,24,2280,Pave,Inside,Norm,Norm,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,TA,6,0,Detchd,1999,Unf,2,440,Y,0,0,0,0,0,0,NA,8,2008,WD,Normal,179400
760,65,12257,Pave,Inside,Norm,Norm,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,Gd,9,1,Attchd,1995,RFn,3,752,Y,222,98,0,0,0,0,NA,11,2007,WD,Normal,290000
761,70,9100,Pave,Inside,Norm,Norm,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,1,TA,5,0,Detchd,2008,Unf,1,300,Y,0,0,0,0,0,0,NA,10,2009,WD,Normal,127500
762,60,6911,Pave,FR2,Feedr,Norm,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,Mn,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,1,Fa,5,0,Detchd,1965,Unf,2,440,Y,0,0,0,0,0,0,NA,10,2009,WD,Normal,100000
763,72,8640,Pave,Inside,Norm,Norm,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,Gd,7,0,Attchd,2009,Unf,2,614,Y,169,45,0,0,0,0,NA,6,2010,Con,Normal,215200
764,82,9430,Pave,Inside,Norm,Norm,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,Gd,8,1,Attchd,1999,RFn,3,856,Y,0,128,0,0,180,0,NA,7,2009,WD,Normal,337000
765,30,9549,Pave,CulDSac,Norm,Norm,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,PConc,Gd,Gd,Av,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,Ex,6,1,Attchd,1995,Fin,2,481,Y,0,30,0,0,216,0,NA,4,2006,WD,Normal,270000
766,75,14587,Pave,Inside,Norm,Norm,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,1,Ex,6,1,Attchd,2008,Fin,2,592,Y,0,174,0,0,0,0,NA,8,2008,New,Partial,264132
767,80,10421,Pave,Inside,Norm,Norm,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,TA,7,1,Attchd,1988,Unf,2,496,Y,228,66,156,0,0,0,MnPrv,3,2010,WD,Normal,196500
768,75,12508,Pave,Inside,Norm,Norm,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,Mn,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,1,TA,7,0,Attchd,1989,Unf,1,423,Y,245,0,156,0,0,0,NA,7,2008,WD,Normal,160000
769,70,9100,Pave,Inside,Norm,Norm,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,1,Gd,8,1,Attchd,2004,Fin,2,484,Y,120,33,0,0,0,0,NA,10,2006,WD,Normal,216837
770,47,53504,Pave,CulDSac,Norm,Norm,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,PConc,Gd,TA,Gd,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,Ex,12,1,BuiltIn,2003,Fin,3,841,Y,503,36,0,0,210,0,NA,6,2010,WD,Normal,538000
771,NA,7252,Pave,CulDSac,Norm,Norm,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Av,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,1,TA,5,0,Detchd,1983,Unf,2,576,Y,120,0,0,0,0,0,NA,4,2009,WD,Normal,134900
772,67,8877,Pave,Inside,Norm,Norm,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Fa,Fa,No,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,1,TA,6,0,Detchd,1951,Unf,2,396,Y,0,0,0,0,0,0,NA,4,2006,COD,Normal,102000
773,94,7819,Pave,Inside,Norm,Norm,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Av,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,1,TA,6,1,Detchd,1976,Unf,2,672,Y,144,0,0,0,0,0,MnPrv,3,2010,WD,Abnorml,107000
774,70,10150,Pave,Inside,Feedr,Norm,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,1,TA,5,0,Attchd,1958,RFn,1,275,Y,0,0,0,0,0,0,NA,7,2007,COD,Normal,114500
775,110,14226,Pave,Corner,Norm,Norm,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,1,Gd,9,1,Attchd,2006,Fin,3,895,Y,315,45,0,0,0,0,NA,7,2007,New,Partial,395000
776,32,4500,Pave,FR2,Norm,Norm,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,1,TA,5,0,Attchd,1998,Fin,2,412,Y,0,247,0,0,0,0,NA,6,2009,WD,Normal,162000
777,86,11210,Pave,Inside,Norm,Norm,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,1,Gd,7,0,Attchd,2005,RFn,3,865,Y,144,59,0,0,0,0,NA,7,2006,New,Partial,221500
778,100,13350,Pave,Inside,Norm,Norm,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,1,TA,5,1,Attchd,1974,Unf,2,440,Y,241,0,0,0,0,0,MnPrv,6,2006,WD,Normal,142500
779,60,8400,Pave,Inside,Feedr,Norm,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,2,TA,10,2,Detchd,1977,Unf,2,630,Y,0,0,0,0,0,0,NA,10,2007,WD,Normal,144000
780,78,10530,Pave,Inside,Norm,Norm,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,CBlock,Gd,TA,Gd,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,1,TA,4,0,Attchd,1977,Unf,2,504,Y,0,0,0,0,0,0,NA,5,2006,WD,Normal,135000
781,63,7875,Pave,Inside,Norm,Norm,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,Gd,No,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,1,TA,6,1,Attchd,1995,Fin,2,402,Y,220,21,0,0,0,0,NA,6,2007,WD,Normal,176000
782,65,7153,Pave,Inside,Norm,Norm,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,Gd,7,0,Attchd,1992,RFn,2,484,Y,0,124,0,0,0,0,NA,7,2006,WD,Normal,175900
783,67,16285,Pave,Inside,Norm,Norm,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,1,Gd,6,0,Attchd,2001,RFn,2,605,Y,0,33,0,0,0,0,NA,6,2009,WD,Normal,187100
784,NA,9101,Pave,Corner,Norm,Norm,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,PConc,Gd,TA,Av,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,1,Gd,4,1,Attchd,1978,Fin,2,602,Y,303,30,0,0,0,0,NA,7,2009,WD,Normal,165500
785,35,6300,Pave,Inside,Norm,Norm,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,TA,TA,No,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,1,TA,9,1,NA,NA,NA,0,0,Y,0,291,134,0,0,0,NA,6,2008,WD,Normal,128000
786,NA,9790,Pave,Inside,Feedr,Norm,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,1,TA,7,1,Attchd,1967,Unf,2,457,Y,0,0,0,0,197,0,NA,9,2009,WD,Normal,161500
787,60,10800,Pave,Inside,Artery,Norm,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,PConc,Fa,TA,No,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,1,TA,7,0,Detchd,1961,Unf,1,416,Y,0,0,196,0,0,0,NA,6,2010,WD,Normal,139000
788,76,10142,Pave,Inside,Norm,Norm,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,Gd,8,0,BuiltIn,2004,RFn,2,618,Y,0,45,0,0,0,0,NA,1,2010,WD,Normal,233000
789,50,6000,Pave,Corner,Norm,Norm,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,1,TA,4,0,Detchd,1954,Unf,1,281,Y,0,0,0,0,0,0,NA,8,2008,WD,Normal,107900
790,NA,12205,Pave,Inside,Norm,Norm,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,Fa,Gd,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,Gd,9,0,Attchd,1966,Fin,2,444,Y,133,168,0,0,0,0,NA,7,2007,WD,Normal,187500
791,43,3182,Pave,Inside,Norm,Norm,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,1,Gd,5,1,Attchd,2005,Fin,2,397,Y,100,16,0,0,0,0,NA,9,2009,WD,Normal,160200
792,NA,11333,Pave,Corner,Norm,Norm,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Av,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,1,TA,5,2,Attchd,1976,RFn,2,539,Y,120,0,0,0,0,0,NA,5,2007,WD,Normal,146800
793,92,9920,Pave,CulDSac,Norm,Norm,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,Av,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,TA,8,1,Attchd,1997,Unf,2,455,Y,180,130,0,0,0,0,NA,6,2007,WD,Normal,269790
794,76,9158,Pave,Inside,Norm,Norm,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Av,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,1,Gd,7,0,Attchd,2007,Fin,2,474,Y,168,130,0,0,0,0,NA,6,2007,New,Partial,225000
795,NA,10832,Pave,Corner,Norm,Norm,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,Gd,7,1,Attchd,1994,Fin,2,409,Y,143,46,0,0,0,0,NA,10,2008,WD,Normal,194500
796,70,8400,Pave,Inside,Norm,Norm,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,TA,7,1,Attchd,1980,Unf,2,476,Y,0,50,0,0,204,0,MnPrv,4,2010,WD,Normal,171000
797,71,8197,Pave,Inside,Norm,Norm,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,TA,7,1,Attchd,1977,RFn,2,528,Y,138,0,0,0,0,0,MnPrv,4,2007,WD,Normal,143500
798,57,7677,Pave,Inside,Norm,Norm,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,1,TA,4,0,Attchd,1953,Unf,1,240,Y,0,0,0,0,0,0,NA,4,2008,WD,Abnorml,110000
799,104,13518,Pave,Inside,Norm,Norm,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,Ex,11,2,BuiltIn,2009,Fin,3,820,Y,144,78,0,0,0,0,NA,7,2009,New,Partial,485000
800,60,7200,Pave,Corner,Feedr,Norm,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,No,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,Gd,7,2,Detchd,1939,Unf,1,240,Y,0,0,264,0,0,0,MnPrv,6,2007,WD,Normal,175000
801,79,12798,Pave,Inside,Feedr,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,Gd,8,0,Attchd,1997,RFn,2,603,Y,403,114,185,0,0,0,NA,5,2008,WD,Normal,200000
802,40,4800,Pave,Inside,Norm,Norm,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1196,GasA,Ex,Y,FuseA,1196,0,0,1196,1,0,1,1,TA,5,0,Detchd,1957,Unf,2,440,Y,0,0,0,0,0,0,NA,7,2007,WD,Normal,109900
803,63,8199,Pave,Inside,Norm,Norm,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,PConc,Gd,TA,Av,728,GasA,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,Gd,7,1,Attchd,2005,Fin,2,410,Y,36,18,0,0,0,0,NA,10,2008,WD,Normal,189000
804,107,13891,Pave,Inside,Norm,Norm,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,Ex,12,1,BuiltIn,2009,RFn,3,1020,Y,52,170,0,0,192,0,NA,1,2009,New,Partial,582933
805,75,9000,Pave,Inside,Norm,Norm,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,936,GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,1,TA,5,0,Attchd,1954,Unf,1,286,Y,0,0,0,0,0,0,GdWo,6,2006,WD,Family,118000
806,91,12274,Pave,FR2,Norm,Norm,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,1,Ex,6,0,Attchd,2008,RFn,2,554,Y,0,60,0,0,0,0,NA,7,2008,New,Partial,227680
807,75,9750,Pave,Inside,Norm,Norm,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,Av,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,1,TA,6,0,Attchd,1967,Fin,1,384,Y,68,0,0,0,0,0,NA,10,2006,WD,Normal,135500
808,144,21384,Pave,Inside,Norm,Norm,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Gd,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,Gd,6,1,Attchd,1923,RFn,2,528,Y,0,312,0,0,0,0,NA,5,2009,WD,Normal,223500
